,state,year,enroll,total_rev,fed_rev,st_rev,loc_rev,total_exp,instruction_exp,service_exp,other_exp,capital_exp,rev_per_student,exp_per_student,ins_exp_per_student
234,New Jersey,1996,1193928.0,12389781,408872,4589725,7391184,12469216,6636622,4099193,469558.0,753213,10.377326773473778,10.44385926119498,5.558645077425104
235,New Mexico,1996,329661.0,1750519,215525,1281567,253427,1642517,798365,519816,81877.0,218014,5.310057907972129,4.982442569791392,2.421775702919059
236,New York,1996,2788343.0,26026366,1510447,10284155,14231764,26974514,15973623,6953428,942356.0,1835923,9.333990115276348,9.674030060146833,5.72871522621141
237,North Carolina,1996,1181600.0,6516400,443121,3971818,2101461,6517111,3527936,1780725,402269.0,687268,5.514895057549086,5.515496784021665,2.985727826675694
238,North Dakota,1996,119102.0,655971,69370,267306,319295,657809,338326,169545,52456.0,52160,5.507640509815117,5.523072660408725,2.840640795284714
239,Ohio,1996,1837628.0,12172778,704629,4831397,6636752,11935582,6291682,4046180,532065.0,843253,6.624179648982275,6.495102381983731,3.4238061239815676
240,Oklahoma,1996,616436.0,3185234,278281,1856294,1050659,3195426,1640558,948125,299920.0,255103,5.167177127877022,5.183710879961586,2.661359816753077
241,Oregon,1996,527769.0,3375710,192228,1822648,1360834,3509765,1879638,1104418,116224.0,305484,6.396188483976891,6.650191655819118,3.5614786014335817
242,Pennsylvania,1996,1764117.0,14671368,760182,5629751,8281435,15048791,7960931,4101534,580399.0,1195395,8.316550432879453,8.530494859467938,4.5127001213638325
243,Rhode Island,1996,148977.0,1135192,57826,459171,618195,1092459,699778,321959,24931.0,20181,7.619914483443753,7.333071547957068,4.697221718788806
244,South Carolina,1996,635678.0,3594408,287181,1870037,1437190,3493720,1820849,986157,235742.0,367884,5.654447692070514,5.49605303313942,2.86442035118409
245,South Dakota,1996,136394.0,710728,67493,209375,433860,689818,383377,201190,32183.0,56451,5.210845051835125,5.057539187940819,2.8108054606507618
246,Tennessee,1996,881749.0,4123018,340239,1967170,1815609,4284181,2363545,1143373,229847.0,460149,4.67595426816475,4.858730772589478,2.680519059278774
247,Texas,1996,3740260.0,22241369,1613462,9834742,10793165,22401797,11427564,6131290,1174475.0,2667181,5.946476715522451,5.989368920877158,3.055285996160695
248,Utah,1996,474907.0,2035726,134703,1197910,703113,2150719,1132806,471430,153581.0,342609,4.2865782142608975,4.528716148635417,2.385321757733619
249,Vermont,1996,101064.0,965238,36693,215657,712888,975817,424562,219243,23167.0,56478,9.550759914509618,9.655436159265417,4.200922187920526
250,Virginia,1996,1079854.0,6674519,361726,2548036,3764757,6903384,3601237,2045400,347988.0,721139,6.18094575748203,6.3928864457602605,3.3349295367707117
251,Washington,1996,956572.0,6354593,366716,4288899,1698978,6578388,3222598,1927517,280214.0,895494,6.64308907222875,6.8770442789460695,3.3689027067486816
252,West Virginia,1996,306451.0,1958647,158572,1222505,577570,1936848,1131846,556873,130467.0,101350,6.39138720382704,6.3202534826122285,3.6933995973255103
253,Wisconsin,1996,869930.0,6342623,270455,2869875,3202293,6521058,3567663,1872074,212389.0,617334,7.290957893163818,7.4960720977549915,4.101092041888428
254,Wyoming,1996,99859.0,664057,41007,339629,283421,676305,360100,200228,21910.0,78444,6.649946424458486,6.7725993651047975,3.606084579256752
255,Alabama,1997,737386.0,3981788,376200,2498847,1106741,3963624,2095904,1075352,323955.0,420070,5.399869267927517,5.375236307714006,2.8423430876094744
256,Alaska,1997,128143.0,1131950,145563,692364,294023,1237103,651935,372788,40973.0,152330,8.833490709597871,9.654081768024785,5.087558430815573
257,Arizona,1997,783552.0,4343262,405291,1907516,2030455,4432360,1977550,1252277,265183.0,678793,5.543042452830188,5.656752838356612,2.523827391162297
258,Arkansas,1997,457349.0,2355859,218137,1387107,750615,2379496,1291727,667439,158337.0,192204,5.151118729897736,5.2028013617609306,2.8243791940072023
259,California,1997,5595836.0,35614934,2850766,20560730,12203438,33862281,18160435,10040400,1792979.0,3088674,6.364542134544329,6.051335493034464,3.24534796945443
260,Colorado,1997,672634.0,4133275,205038,1784304,2143933,4398196,2188731,1205308,154175.0,678631,6.144909415819004,6.5387655099207,3.2539702126267778
261,Connecticut,1997,507838.0,4788489,158453,1719703,2910333,4642835,2709106,1368262,164857.0,194220,9.429166387706315,9.14235445161646,5.3345870139690215
262,Delaware,1997,110245.0,898926,56722,575855,266349,889631,486550,265674,39021.0,73946,8.153893600616808,8.06958138691097,4.413352079459386
263,District of Columbia,1997,78648.0,711625,73177,0,638448,686059,337401,272058,23494.0,53106,9.048227545519275,8.72315888515919,4.290013732072017
264,Florida,1997,2241298.0,14363709,992226,7022561,6348922,14564750,6725833,4370182,1040190.0,2111449,6.408656501723555,6.498354971092644,3.000865123691718
265,Georgia,1997,1346761.0,8248199,534963,4471781,3241455,8483477,4504165,2274539,485635.0,1056516,6.124471231346913,6.299170379896656,3.3444427036422946
266,Hawaii,1997,187653.0,1213792,95795,1088410,29587,1241375,685225,326596,105850.0,123704,6.46827921749186,6.61526860748296,3.651553665542251
267,Idaho,1997,245252.0,1200186,80754,747250,372182,1293705,680063,353044,51999.0,178703,4.89368486291651,5.275002854207101,2.77291520558446
268,Illinois,1997,1952892.0,13929105,847818,4532935,8548352,13920593,6881301,4240388,527869.0,1598074,7.132552645000338,7.128193981029161,3.5236464689291576
269,Indiana,1997,981546.0,7885141,305125,3783388,3796628,7325086,3630591,2029513,335709.0,667028,8.033389163625547,7.462804596014858,3.6988495699641177
270,Iowa,1997,502941.0,3406582,153160,1646498,1606924,3485339,1752717,983324,142001.0,295558,6.773323312277186,6.929916232719146,3.4849356087493364
271,Kansas,1997,466368.0,3029537,152455,1682302,1194780,2949608,1476664,959322,180594.0,188156,6.496022454370797,6.32463633868533,3.1663064361191164
272,Kentucky,1997,631592.0,3842885,341901,2381664,1119320,3903139,2120583,1133417,242137.0,324367,6.084442171528455,6.179842366591091,3.3575203612458675
273,Louisiana,1997,808798.0,4106095,478008,2087903,1540184,4027228,2205048,1176952,303024.0,249895,5.076786787306595,4.9792754185841215,2.7263272164372316
274,Maine,1997,213241.0,1537085,74503,669487,793095,1527663,906697,405474,59141.0,71625,7.208205739046431,7.16402099033488,4.251982498675208
275,Maryland,1997,818583.0,6040883,292260,2343928,3404695,6217120,3359984,1893583,289761.0,592725,7.379682939909576,7.594978151268717,4.104634472008336
276,Massachusetts,1997,928519.0,7585624,337880,3341044,3906700,7479407,4469869,2024501,239732.0,439273,8.169594806352913,8.055200809030294,4.8139768814639226
277,Michigan,1997,1684261.0,13759710,806713,8728340,4224657,14235902,6777568,4401535,649063.0,1478950,8.169582980310059,8.45231350722958,4.024060403939769
278,Minnesota,1997,837847.0,6304977,251210,3321859,2731908,6890773,3461407,1641569,585789.0,799154,7.5252128371886515,8.224381062413544,4.131311564044509
279,Mississippi,1997,503979.0,2274700,305516,1253204,715980,2319324,1242701,629587,167473.0,244101,4.513481712531673,4.602025084378516,2.465779328106925
280,Missouri,1997,899750.0,5550134,336452,2695581,2518101,5527705,2906899,1589440,310482.0,552305,6.16852903584329,6.143601000277855,3.2307852181161434
281,Montana,1997,164464.0,989991,90565,465343,434083,972059,557840,303522,39685.0,59716,6.019499708142815,5.910466728280961,3.391866913123845
282,Nebraska,1997,290883.0,1994021,115783,630765,1247473,1946725,1081994,515148,77333.0,213672,6.855062000873203,6.692467418171567,3.7196879845161113
283,Nevada,1997,282131.0,1701290,68131,1089122,544037,1905940,858110,526090,57372.0,369529,6.030142026221862,6.755514282372373,3.0415303529211606
284,New Hampshire,1997,193524.0,1339186,44339,94550,1200297,1431472,758383,363154,43136.0,169477,6.91999958661458,7.396870672371385,3.9188059362146297
285,New Jersey,1997,1216721.0,12910890,427260,4799701,7683929,13242022,7106433,4171762,496433.0,938533,10.611216540192862,10.883367674265505,5.8406430069013355
286,New Mexico,1997,332849.0,1768148,231271,1287163,249714,1826524,884961,575080,90233.0,249670,5.3121625722174315,5.487545403471244,2.658746158167818
287,New York,1997,2818497.0,26775074,1446691,10477889,14850494,28227561,16259479,7136050,933478.0,2561130,9.499770267628456,10.015111245461677,5.76884736794114
288,North Carolina,1997,1208695.0,6827952,471258,4258017,2098677,7007690,3704935,1869526,436235.0,848228,5.649028084007959,5.797732264963452,3.065235646709881
289,North Dakota,1997,118433.0,683331,75316,270361,337654,679692,351542,177522,52363.0,47992,5.769768561127388,5.739042327729602,2.968277422677801
290,Ohio,1997,1844245.0,12630491,728751,5124101,6777639,12421963,6449340,4011117,636681.0,1075506,6.848597122399681,6.7355275465027695,3.4970082608330237
291,Oklahoma,1997,620695.0,3413742,278209,1974522,1161011,3390894,1739943,1013092,317185.0,282622,5.499870306672359,5.463059956983704,2.8032173611838345
292,Oregon,1997,537675.0,3477420,191660,1826329,1459431,3792572,1992346,1156521,127783.0,395441,6.46751290277584,7.053651369321616,3.705483795973404
293,Pennsylvania,1997,1781383.0,15184431,781493,5695856,8707082,15777276,8216134,4229482,598223.0,1400173,8.523956386695057,8.856756800755369,4.612222076891943
294,Rhode Island,1997,150433.0,1185534,63214,470876,651444,1175638,740878,336147,47227.0,21853,7.880810726369879,7.815027287895608,4.924969920163794
295,South Carolina,1997,641925.0,3874045,303240,2027332,1543473,3921465,1958816,1110236,246858.0,509633,6.035043034622425,6.108914592826265,3.0514717451415665
296,South Dakota,1997,135601.0,747462,70568,265354,411540,711052,390953,206419,33050.0,63192,5.512215986607768,5.243707642274025,2.8831129563941267
297,Tennessee,1997,886517.0,4390879,359191,2114799,1916889,4695409,2656651,1222265,248981.0,479484,4.952955216876834,5.296468088034409,2.9967287711346766
298,Texas,1997,3826366.0,23091567,1688975,9878849,11523743,23671010,12038459,6338637,1153593.0,3147085,6.0348557874495015,6.186290072617204,3.1461859633918974
299,Utah,1997,479812.0,2187279,140044,1367806,679429,2178778,1176955,504640,160763.0,282827,4.558616708210716,4.540899352246297,2.452950322209532
300,Vermont,1997,101584.0,1022546,37631,232557,752358,1069297,461439,229220,25761.0,96165,10.066014332965821,10.526234446369507,4.542437785478028
301,Virginia,1997,1096279.0,7345090,356767,2938616,4049707,7436340,3852814,2154066,383787.0,831898,6.70001888205466,6.783254992570322,3.5144465961675815
302,Washington,1997,974504.0,6667626,388123,4443435,1836068,6792261,3356299,1986859,293323.0,897137,6.842071453785721,6.9699672859218635,3.444110029307217
303,West Virginia,1997,303441.0,2053981,170220,1286247,597514,2018185,1131889,586187,140495.0,144209,6.7689633240069735,6.650996404572882,3.730178189499771
304,Wisconsin,1997,879021.0,6724752,288586,3681682,2754484,6990489,3747953,1988121,226505.0,761190,7.650274566819223,7.95258475053497,4.263780956313899
305,Wyoming,1997,98777.0,660079,43171,320566,296342,695127,362705,206739,23104.0,84230,6.682517185174686,7.037336626947568,3.671958046913755
306,Alabama,1998,739321.0,4140537,374153,2589819,1176565,4245033,2218693,1155492,357731.0,458351,5.600459069876278,5.741799570146121,3.0009873924858077
307,Alaska,1998,130633.0,1206195,157335,745814,303046,1222893,680848,376448,42456.0,104903,9.233463213736192,9.361286964243337,5.21191429424418
308,Arizona,1998,794331.0,4675296,470398,2000801,2204097,4726098,2091741,1315931,279785.0,759108,5.8858284518670425,5.949784157989553,2.633336732420112
309,Arkansas,1998,456355.0,2567380,226475,1505419,835486,2536027,1367612,731619,170279.0,192590,5.625839532819844,5.557136439833025,2.9968160752046105
310,California,1998,5727224.0,39183018,3149260,22840500,13193258,38087666,20083913,10939061,1862674.0,4335730,6.8415375407003465,6.6502839770192335,3.506744803416105
311,Colorado,1998,686360.0,4359021,215071,1879850,2264100,4739136,2253623,1470619,158788.0,622534,6.350925170464479,6.904738038347223,3.283441634127863
312,Connecticut,1998,515141.0,5024673,189689,1828216,3006768,4810851,2844608,1444460,162325.0,144785,9.753976095865015,9.33890138816363,5.521998831387911
313,Delaware,1998,111428.0,934530,59955,594617,279958,915207,511618,275898,41035.0,61153,8.38685070179847,8.213438274042431,4.591467135728901
314,District of Columbia,1998,77111.0,706938,116366,0,590572,716740,283484,339972,33393.0,59891,9.167797071753705,9.294912528692404,3.6763107727820934
315,Florida,1998,2292161.0,15595671,1116607,7742607,6736457,15155383,7160434,4604765,1073030.0,1949539,6.803916042546749,6.611831804135923,3.1238791690461536
316,Georgia,1998,1375980.0,9207163,594406,4737025,3875732,8990897,4822729,2477958,488371.0,1023011,6.6913494382185785,6.53417709559732,3.5049412055407783
317,Hawaii,1998,189887.0,1279125,107149,1141001,30975,1266378,712023,328519,104350.0,121486,6.736243134074476,6.66911373606408,3.7497195700600883
318,Idaho,1998,244403.0,1310960,90011,822017,398932,1342719,714369,377484,53790.0,165324,5.3639276113631995,5.4938728248016595,2.922914203180812
319,Illinois,1998,1972406.0,14688777,962367,4807076,8919334,15207067,7391186,4544061,637882.0,1917001,7.447136644281147,7.709907088094439,3.7472944211283075
320,Indiana,1998,985690.0,7656749,343921,3770236,3542592,7649103,3745167,2089790,352606.0,766633,7.767907760046262,7.7601507573375,3.7995383944242103
321,Iowa,1998,501054.0,3589705,168098,1715712,1705895,3650286,1827658,1022484,145224.0,325840,7.164307639495942,7.285214767270594,3.6476268026999086
322,Kansas,1998,468980.0,3207670,188910,1868123,1150637,3087318,1536690,1013241,193699.0,188870,6.839673333617638,6.583048317625485,3.27666425007463
323,Kentucky,1998,645232.0,3938009,367810,2411836,1158363,4018512,2116458,1179822,241709.0,400122,6.103245034344236,6.228011009993304,3.2801503955166513
324,Louisiana,1998,774561.0,4443468,498082,2266287,1679099,4379797,2387847,1265136,322067.0,310116,5.7367566918551285,5.654553998974904,3.082839182453028
325,Maine,1998,212038.0,1611926,82445,696430,833051,1601411,949523,422020,60837.0,83017,7.602061894566068,7.552471726765957,4.47807940086211
326,Maryland,1998,830744.0,6521269,325321,2514101,3681847,6519389,3584678,1902782,302974.0,558202,7.849914052945311,7.847651021253238,4.315021233978217
327,Massachusetts,1998,942331.0,7726497,366880,3183950,4175667,8098720,4849603,2173146,255100.0,469395,8.19934502844542,8.594347421447454,5.146390175002202
328,Michigan,1998,1680559.0,14712250,866216,9474264,4371770,14905765,6895840,4546053,663827.0,1723267,8.754378751355947,8.869527936835302,4.1033013419939435
329,Minnesota,1998,841723.0,6672384,313550,3363505,2995329,6815289,3384437,1721705,452482.0,781250,7.927054387250912,8.096831142786879,4.0208441494410865
330,Mississippi,1998,504792.0,2400660,322350,1319058,759252,2543454,1320613,678492,173401.0,333170,4.755740978462416,5.038617886178862,2.6161527916448755
331,Missouri,1998,909441.0,5990499,387035,2873051,2730413,5849648,3083844,1693964,327445.0,553090,6.587012241585765,6.432135784509385,3.3909225557237908
332,Montana,1998,162164.0,1035636,102844,478345,454447,1007146,575114,306419,39258.0,73846,6.386349621370957,6.210663279149503,3.5464961397104164
333,Nebraska,1998,291570.0,2062836,130904,663420,1268512,1966403,1086607,528690,79003.0,213815,7.074925403848132,6.7441883595706,3.7267448640120726
334,Nevada,1998,296621.0,1906860,84699,1193619,628542,2030065,943345,575000,60708.0,340415,6.4286075497014705,6.843969240208886,3.180304159179559
335,New Hampshire,1998,196734.0,1420100,51977,127621,1240502,1428447,808107,378359,44977.0,94615,7.218376081409415,7.260803928146634,4.107612309006069
336,New Jersey,1998,1238948.0,13786951,477055,5246527,8063369,13973201,7267644,4442457,516387.0,1110805,11.127949679889714,11.27827883010425,5.865979847418939
337,New Mexico,1998,331673.0,1913783,253889,1383314,276580,1933538,941273,620639,95879.0,247033,5.770089817380372,5.829651494092072,2.837954853123408
338,New York,1998,2834992.0,27900803,1522836,11033327,15344640,29853891,17266937,7384638,1044857.0,2723181,9.841580858076496,10.530502731577373,6.09064752210941
339,North Carolina,1998,1230010.0,7516979,520499,4821450,2175030,7688076,4130685,1936511,459818.0,994055,6.111315355159714,6.25041747628068,3.358253184933456
340,North Dakota,1998,116813.0,731384,85963,284970,360451,715126,366639,184916,54277.0,57202,6.261152440224975,6.121972725638414,3.1386831945074607
341,Ohio,1998,1846585.0,13577343,755883,5539484,7281976,13005301,6688427,4268412,663358.0,1126127,7.3526769685663,7.042893232642959,3.622052058258894
342,Oklahoma,1998,623681.0,3559980,312708,2053438,1193834,3617938,1811901,1079168,358001.0,328855,5.708014193153231,5.800943110340062,2.905172676416309
343,Oregon,1998,540226.0,3892091,245664,2205951,1440476,3939722,2067377,1304874,139912.0,319162,7.204560683861939,7.292729339202482,3.826874308159918
344,Pennsylvania,1998,1791100.0,15671363,856423,5783893,9031047,16432921,8346538,4414783,615097.0,1659536,8.749574563117637,9.174764669756016,4.660006699793423
345,Rhode Island,1998,152356.0,1255280,67433,503267,684580,1221558,762746,355309,48765.0,24136,8.23912415658064,8.017787287668355,5.006340413242668
